file,class
wav_traindevel/2008/6/a12008s16.wav,2
wav_traindevel/2008/6/a12008s17.wav,2
wav_traindevel/2008/6/a12008s18.wav,2
wav_traindevel/2008/6/a12008s2.wav,2
wav_traindevel/2008/6/a12008s3.wav,2
wav_traindevel/2008/6/a12008s4.wav,2
wav_traindevel/2008/6/a12008s5.wav,2
wav_traindevel/2008/6/a12008s6.wav,2
wav_traindevel/2008/6/a12008s7.wav,2
wav_traindevel/2008/6/a12008s8.wav,2
wav_traindevel/2008/6/a12008s9.wav,2
wav_traindevel/2010/1/a12010s1.wav,2
wav_traindevel/2010/1/a12010s10.wav,2
wav_traindevel/2010/1/a12010s11.wav,2
wav_traindevel/2010/1/a12010s12.wav,2
wav_traindevel/2010/1/a12010s13.wav,2
wav_traindevel/2010/1/a12010s14.wav,2
wav_traindevel/2010/1/a12010s15.wav,2
wav_traindevel/2010/1/a12010s16.wav,2
wav_traindevel/2010/1/a12010s17.wav,2
wav_traindevel/2010/1/a12010s18.wav,2
wav_traindevel/2010/1/a12010s2.wav,2
wav_traindevel/2010/1/a12010s3.wav,2
wav_traindevel/2010/1/a12010s4.wav,2
wav_traindevel/2010/1/a12010s5.wav,2
wav_traindevel/2010/1/a12010s6.wav,2
wav_traindevel/2010/1/a12010s7.wav,2
wav_traindevel/2010/1/a12010s8.wav,2
wav_traindevel/2010/1/a12010s9.wav,2
wav_traindevel/2010/2/a12010s10.wav,2
wav_traindevel/2010/2/a12010s11.wav,2
wav_traindevel/2010/2/a12010s12.wav,2
wav_traindevel/2010/2/a12010s13.wav,2
wav_traindevel/2010/2/a12010s14.wav,2
wav_traindevel/2010/2/a12010s15.wav,2
wav_traindevel/2010/2/a12010s16.wav,2
wav_traindevel/2010/2/a12010s17.wav,2
wav_traindevel/2010/2/a12010s18.wav,2
wav_traindevel/2010/2/a12010s6.wav,2
wav_traindevel/2010/2/a12010s7.wav,2
wav_traindevel/2010/2/a12010s8.wav,2
wav_traindevel/2010/2/a12010s9.wav,2
wav_traindevel/2010/3/a12010s10.wav,2
wav_traindevel/2010/3/a12010s11.wav,2
wav_traindevel/2010/3/a12010s12.wav,2
wav_traindevel/2010/3/a12010s13.wav,2
wav_traindevel/2010/3/a12010s14.wav,2
wav_traindevel/2010/3/a12010s15.wav,2
wav_traindevel/2010/3/a12010s16.wav,2
wav_traindevel/2010/3/a12010s17.wav,2
wav_traindevel/2010/3/a12010s18.wav,2
wav_traindevel/2010/3/a12010s7.wav,2
wav_traindevel/2010/3/a12010s8.wav,2
wav_traindevel/2010/3/a12010s9.wav,2
wav_traindevel/2031/1/a12031s11.wav,2
wav_traindevel/2031/1/a12031s12.wav,2
wav_traindevel/2031/1/a12031s13.wav,2
wav_traindevel/2031/1/a12031s14.wav,2
wav_traindevel/2031/1/a12031s15.wav,2
wav_traindevel/2031/1/a12031s16.wav,2
wav_traindevel/2031/1/a12031s17.wav,2
wav_traindevel/2031/1/a12031s18.wav,2
wav_traindevel/2031/3/a12031s10.wav,2
wav_traindevel/2031/3/a12031s11.wav,2
wav_traindevel/2031/3/a12031s12.wav,2
wav_traindevel/2031/3/a12031s13.wav,2
wav_traindevel/2031/3/a12031s14.wav,2
wav_traindevel/2031/3/a12031s15.wav,2
wav_traindevel/2031/3/a12031s16.wav,2
wav_traindevel/2031/3/a12031s17.wav,2
wav_traindevel/2031/3/a12031s18.wav,2
wav_traindevel/2031/3/a12031s2.wav,2
wav_traindevel/2031/3/a12031s3.wav,2
wav_traindevel/2031/3/a12031s4.wav,2
wav_traindevel/2031/3/a12031s5.wav,2
wav_traindevel/2031/3/a12031s6.wav,2
wav_traindevel/2031/3/a12031s7.wav,2
wav_traindevel/2031/3/a12031s8.wav,2
wav_traindevel/2031/3/a12031s9.wav,2
wav_traindevel/2031/4/a12031s1.wav,2
wav_traindevel/2031/4/a12031s10.wav,2
wav_traindevel/2031/4/a12031s11.wav,2
wav_traindevel/2031/4/a12031s12.wav,2
wav_traindevel/2031/4/a12031s13.wav,2
wav_traindevel/2031/4/a12031s14.wav,2
wav_traindevel/2031/4/a12031s15.wav,2
wav_traindevel/2031/4/a12031s16.wav,2
wav_traindevel/2031/4/a12031s17.wav,2
wav_traindevel/2031/4/a12031s18.wav,2
wav_traindevel/2031/4/a12031s2.wav,2
wav_traindevel/2031/4/a12031s3.wav,2
wav_traindevel/2031/4/a12031s4.wav,2
wav_traindevel/2031/4/a12031s5.wav,2
wav_traindevel/2031/4/a12031s6.wav,2
wav_traindevel/2031/4/a12031s7.wav,2
wav_traindevel/2031/4/a12031s8.wav,2
wav_traindevel/2031/4/a12031s9.wav,2
wav_traindevel/2031/5/a12031s1.wav,2
wav_traindevel/2031/5/a12031s10.wav,2
wav_traindevel/2031/5/a12031s11.wav,2
wav_traindevel/2031/5/a12031s12.wav,2
wav_traindevel/2031/5/a12031s13.wav,2
wav_traindevel/2031/5/a12031s14.wav,2
wav_traindevel/2031/5/a12031s15.wav,2
wav_traindevel/2031/5/a12031s16.wav,2
wav_traindevel/2031/5/a12031s17.wav,2
wav_traindevel/2031/5/a12031s18.wav,2
wav_traindevel/2031/5/a12031s2.wav,2
wav_traindevel/2031/5/a12031s3.wav,2
wav_traindevel/2031/5/a12031s4.wav,2
wav_traindevel/2031/5/a12031s5.wav,2
wav_traindevel/2031/5/a12031s6.wav,2
wav_traindevel/2031/5/a12031s7.wav,2
wav_traindevel/2031/5/a12031s8.wav,2
wav_traindevel/2031/5/a12031s9.wav,2
wav_traindevel/2031/6/a12031s1.wav,2
wav_traindevel/2031/6/a12031s10.wav,2
wav_traindevel/2031/6/a12031s11.wav,2
wav_traindevel/2031/6/a12031s12.wav,2
wav_traindevel/2031/6/a12031s13.wav,2
wav_traindevel/2031/6/a12031s14.wav,2
wav_traindevel/2031/6/a12031s15.wav,2
wav_traindevel/2031/6/a12031s16.wav,2
wav_traindevel/2031/6/a12031s17.wav,2
wav_traindevel/2031/6/a12031s18.wav,2
wav_traindevel/2031/6/a12031s2.wav,2
wav_traindevel/2031/6/a12031s3.wav,2
wav_traindevel/2031/6/a12031s4.wav,2
wav_traindevel/2031/6/a12031s5.wav,2
wav_traindevel/2031/6/a12031s6.wav,2
wav_traindevel/2031/6/a12031s7.wav,2
wav_traindevel/2031/6/a12031s8.wav,2
wav_traindevel/2031/6/a12031s9.wav,2
wav_traindevel/2061/1/a12061s10.wav,2
wav_traindevel/2061/1/a12061s11.wav,2
wav_traindevel/2061/1/a12061s12.wav,2
wav_traindevel/2061/1/a12061s13.wav,2
wav_traindevel/2061/1/a12061s14.wav,2
wav_traindevel/2061/1/a12061s15.wav,2
wav_traindevel/2061/1/a12061s16.wav,2
wav_traindevel/2061/1/a12061s17.wav,2
wav_traindevel/2061/1/a12061s18.wav,2
wav_traindevel/2061/1/a12061s9.wav,2
wav_traindevel/2077/1/a12077s1.wav,2
wav_traindevel/2077/1/a12077s10.wav,2
wav_traindevel/2077/1/a12077s11.wav,2
wav_traindevel/2077/1/a12077s12.wav,2
wav_traindevel/2077/1/a12077s13.wav,2
wav_traindevel/2077/1/a12077s14.wav,2
wav_traindevel/2077/1/a12077s15.wav,2
wav_traindevel/2077/1/a12077s16.wav,2
wav_traindevel/2077/1/a12077s17.wav,2
wav_traindevel/2077/1/a12077s18.wav,2
wav_traindevel/2077/1/a12077s2.wav,2
wav_traindevel/2077/1/a12077s3.wav,2
wav_traindevel/2077/1/a12077s4.wav,2
wav_traindevel/2077/1/a12077s5.wav,2
wav_traindevel/2077/1/a12077s6.wav,2
wav_traindevel/2077/1/a12077s7.wav,2
wav_traindevel/2077/1/a12077s8.wav,2
wav_traindevel/2077/1/a12077s9.wav,2
wav_traindevel/2077/3/a12077s1.wav,2
wav_traindevel/2077/3/a12077s10.wav,2
wav_traindevel/2077/3/a12077s11.wav,2
wav_traindevel/2077/3/a12077s12.wav,2
wav_traindevel/2077/3/a12077s13.wav,2
wav_traindevel/2077/3/a12077s14.wav,2
wav_traindevel/2077/3/a12077s15.wav,2
wav_traindevel/2077/3/a12077s16.wav,2
wav_traindevel/2077/3/a12077s17.wav,2
wav_traindevel/2077/3/a12077s18.wav,2
wav_traindevel/2077/3/a12077s2.wav,2
wav_traindevel/2077/3/a12077s3.wav,2
wav_traindevel/2077/3/a12077s4.wav,2
wav_traindevel/2077/3/a12077s5.wav,2
wav_traindevel/2077/3/a12077s6.wav,2
wav_traindevel/2077/3/a12077s7.wav,2
wav_traindevel/2077/3/a12077s8.wav,2
wav_traindevel/2077/3/a12077s9.wav,2
wav_traindevel/2077/4/a12077s1.wav,2
wav_traindevel/2077/4/a12077s10.wav,2
wav_traindevel/2077/4/a12077s11.wav,2
wav_traindevel/2077/4/a12077s12.wav,2
wav_traindevel/2077/4/a12077s13.wav,2
wav_traindevel/2077/4/a12077s14.wav,2
wav_traindevel/2077/4/a12077s15.wav,2
wav_traindevel/2077/4/a12077s16.wav,2
wav_traindevel/2077/4/a12077s17.wav,2
wav_traindevel/2077/4/a12077s18.wav,2
wav_traindevel/2077/4/a12077s2.wav,2
wav_traindevel/2077/4/a12077s3.wav,2
wav_traindevel/2077/4/a12077s4.wav,2
wav_traindevel/2077/4/a12077s5.wav,2
wav_traindevel/2077/4/a12077s6.wav,2
wav_traindevel/2077/4/a12077s7.wav,2
wav_traindevel/2077/4/a12077s8.wav,2
wav_traindevel/2077/4/a12077s9.wav,2
wav_traindevel/2077/5/a12077s1.wav,2
wav_traindevel/2077/5/a12077s10.wav,2
wav_traindevel/2077/5/a12077s11.wav,2
wav_traindevel/2077/5/a12077s12.wav,2
wav_traindevel/2077/5/a12077s13.wav,2
wav_traindevel/2077/5/a12077s14.wav,2
wav_traindevel/2077/5/a12077s15.wav,2
wav_traindevel/2077/5/a12077s16.wav,2
wav_traindevel/2077/5/a12077s17.wav,2
wav_traindevel/2077/5/a12077s18.wav,2
wav_traindevel/2077/5/a12077s2.wav,2
wav_traindevel/2077/5/a12077s3.wav,2
wav_traindevel/2077/5/a12077s4.wav,2
wav_traindevel/2077/5/a12077s5.wav,2
wav_traindevel/2077/5/a12077s6.wav,2
wav_traindevel/2077/5/a12077s7.wav,2
wav_traindevel/2077/5/a12077s8.wav,2
wav_traindevel/2077/5/a12077s9.wav,2
wav_traindevel/2077/6/a12077s1.wav,2
wav_traindevel/2077/6/a12077s10.wav,2
wav_traindevel/2077/6/a12077s11.wav,2
wav_traindevel/2077/6/a12077s12.wav,2
wav_traindevel/2077/6/a12077s13.wav,2
wav_traindevel/2077/6/a12077s14.wav,2
wav_traindevel/2077/6/a12077s15.wav,2
wav_traindevel/2077/6/a12077s16.wav,2
wav_traindevel/2077/6/a12077s17.wav,2
wav_traindevel/2077/6/a12077s18.wav,2
wav_traindevel/2077/6/a12077s2.wav,2
wav_traindevel/2077/6/a12077s3.wav,2
wav_traindevel/2077/6/a12077s4.wav,2
wav_traindevel/2077/6/a12077s5.wav,2
wav_traindevel/2077/6/a12077s6.wav,2
wav_traindevel/2077/6/a12077s7.wav,2
wav_traindevel/2077/6/a12077s8.wav,2
wav_traindevel/2077/6/a12077s9.wav,2
wav_traindevel/2083/1/a12083s1.wav,2
wav_traindevel/2083/1/a12083s10.wav,2
wav_traindevel/2083/1/a12083s11.wav,2
wav_traindevel/2083/1/a12083s12.wav,2
wav_traindevel/2083/1/a12083s13.wav,2
wav_traindevel/2083/1/a12083s14.wav,2
wav_traindevel/2083/1/a12083s15.wav,2
wav_traindevel/2083/1/a12083s16.wav,2
wav_traindevel/2083/1/a12083s17.wav,2
wav_traindevel/2083/1/a12083s18.wav,2
wav_traindevel/2083/1/a12083s2.wav,2
wav_traindevel/2083/1/a12083s3.wav,2
wav_traindevel/2083/1/a12083s4.wav,2
wav_traindevel/2083/1/a12083s5.wav,2
wav_traindevel/2083/1/a12083s6.wav,2
wav_traindevel/2083/1/a12083s7.wav,2
wav_traindevel/2083/1/a12083s8.wav,2
wav_traindevel/2083/1/a12083s9.wav,2
wav_traindevel/2083/2/a12083s1.wav,2
wav_traindevel/2083/2/a12083s10.wav,2
wav_traindevel/2083/2/a12083s11.wav,2
wav_traindevel/2083/2/a12083s12.wav,2
wav_traindevel/2083/2/a12083s13.wav,2
wav_traindevel/2083/2/a12083s14.wav,2
wav_traindevel/2083/2/a12083s15.wav,2
wav_traindevel/2083/2/a12083s16.wav,2
wav_traindevel/2083/2/a12083s17.wav,2
wav_traindevel/2083/2/a12083s18.wav,2
wav_traindevel/2083/2/a12083s2.wav,2
wav_traindevel/2083/2/a12083s3.wav,2
wav_traindevel/2083/2/a12083s4.wav,2
wav_traindevel/2083/2/a12083s5.wav,2
wav_traindevel/2083/2/a12083s6.wav,2
wav_traindevel/2083/2/a12083s7.wav,2
wav_traindevel/2083/2/a12083s8.wav,2
wav_traindevel/2083/2/a12083s9.wav,2
wav_traindevel/2083/3/a12083s1.wav,2
wav_traindevel/2083/3/a12083s10.wav,2
wav_traindevel/2083/3/a12083s11.wav,2
wav_traindevel/2083/3/a12083s12.wav,2
wav_traindevel/2083/3/a12083s13.wav,2
wav_traindevel/2083/3/a12083s14.wav,2
wav_traindevel/2083/3/a12083s15.wav,2
wav_traindevel/2083/3/a12083s16.wav,2
wav_traindevel/2083/3/a12083s17.wav,2
wav_traindevel/2083/3/a12083s18.wav,2
wav_traindevel/2083/3/a12083s2.wav,2
wav_traindevel/2083/3/a12083s3.wav,2
wav_traindevel/2083/3/a12083s4.wav,2
wav_traindevel/2083/3/a12083s5.wav,2
wav_traindevel/2083/3/a12083s6.wav,2
wav_traindevel/2083/3/a12083s7.wav,2
wav_traindevel/2083/3/a12083s8.wav,2
wav_traindevel/2083/3/a12083s9.wav,2
wav_traindevel/2083/4/a12083s10.wav,2
wav_traindevel/2083/4/a12083s11.wav,2
wav_traindevel/2083/4/a12083s12.wav,2
wav_traindevel/2083/4/a12083s13.wav,2
wav_traindevel/2083/4/a12083s14.wav,2
wav_traindevel/2083/4/a12083s15.wav,2
wav_traindevel/2083/4/a12083s16.wav,2
wav_traindevel/2083/4/a12083s17.wav,2
wav_traindevel/2083/4/a12083s18.wav,2
wav_traindevel/2083/4/a12083s9.wav,2
wav_traindevel/2083/5/a12083s10.wav,2
wav_traindevel/2083/5/a12083s11.wav,2
wav_traindevel/2083/5/a12083s12.wav,2
wav_traindevel/2083/5/a12083s13.wav,2
wav_traindevel/2083/5/a12083s14.wav,2
wav_traindevel/2083/5/a12083s15.wav,2
wav_traindevel/2083/5/a12083s16.wav,2
wav_traindevel/2083/5/a12083s17.wav,2
wav_traindevel/2083/5/a12083s18.wav,2
wav_traindevel/2083/5/a12083s7.wav,2
wav_traindevel/2083/5/a12083s8.wav,2
wav_traindevel/2083/5/a12083s9.wav,2
wav_traindevel/2083/6/a12083s1.wav,2
wav_traindevel/2083/6/a12083s10.wav,2
wav_traindevel/2083/6/a12083s11.wav,2
wav_traindevel/2083/6/a12083s12.wav,2
wav_traindevel/2083/6/a12083s13.wav,2
wav_traindevel/2083/6/a12083s14.wav,2
wav_traindevel/2083/6/a12083s15.wav,2
wav_traindevel/2083/6/a12083s16.wav,2
wav_traindevel/2083/6/a12083s17.wav,2
wav_traindevel/2083/6/a12083s18.wav,2
wav_traindevel/2083/6/a12083s2.wav,2
wav_traindevel/2083/6/a12083s3.wav,2
wav_traindevel/2083/6/a12083s4.wav,2
wav_traindevel/2083/6/a12083s5.wav,2
wav_traindevel/2083/6/a12083s6.wav,2
wav_traindevel/2083/6/a12083s7.wav,2
wav_traindevel/2083/6/a12083s8.wav,2
wav_traindevel/2083/6/a12083s9.wav,2
wav_traindevel/2089/1/a12089s1.wav,2
wav_traindevel/2089/1/a12089s10.wav,2
wav_traindevel/2089/1/a12089s11.wav,2
wav_traindevel/2089/1/a12089s12.wav,2
wav_traindevel/2089/1/a12089s13.wav,2
wav_traindevel/2089/1/a12089s14.wav,2
wav_traindevel/2089/1/a12089s15.wav,2
wav_traindevel/2089/1/a12089s16.wav,2
wav_traindevel/2089/1/a12089s17.wav,2
wav_traindevel/2089/1/a12089s18.wav,2
wav_traindevel/2089/1/a12089s2.wav,2
wav_traindevel/2089/1/a12089s3.wav,2
wav_traindevel/2089/1/a12089s4.wav,2
wav_traindevel/2089/1/a12089s5.wav,2
wav_traindevel/2089/1/a12089s6.wav,2
wav_traindevel/2089/1/a12089s7.wav,2
wav_traindevel/2089/1/a12089s8.wav,2
wav_traindevel/2089/1/a12089s9.wav,2
wav_traindevel/2089/2/a12089s1.wav,2
wav_traindevel/2089/2/a12089s10.wav,2
wav_traindevel/2089/2/a12089s11.wav,2
wav_traindevel/2089/2/a12089s12.wav,2
wav_traindevel/2089/2/a12089s13.wav,2
wav_traindevel/2089/2/a12089s14.wav,2
wav_traindevel/2089/2/a12089s15.wav,2
wav_traindevel/2089/2/a12089s16.wav,2
wav_traindevel/2089/2/a12089s17.wav,2
wav_traindevel/2089/2/a12089s18.wav,2
wav_traindevel/2089/2/a12089s2.wav,2
wav_traindevel/2089/2/a12089s3.wav,2
wav_traindevel/2089/2/a12089s4.wav,2
wav_traindevel/2089/2/a12089s5.wav,2
wav_traindevel/2089/2/a12089s6.wav,2
wav_traindevel/2089/2/a12089s7.wav,2
wav_traindevel/2089/2/a12089s8.wav,2
wav_traindevel/2089/2/a12089s9.wav,2
wav_traindevel/2089/3/a12089s1.wav,2
wav_traindevel/2089/3/a12089s10.wav,2
wav_traindevel/2089/3/a12089s11.wav,2
wav_traindevel/2089/3/a12089s12.wav,2
wav_traindevel/2089/3/a12089s13.wav,2
wav_traindevel/2089/3/a12089s14.wav,2
wav_traindevel/2089/3/a12089s15.wav,2
wav_traindevel/2089/3/a12089s16.wav,2
wav_traindevel/2089/3/a12089s17.wav,2
wav_traindevel/2089/3/a12089s18.wav,2
wav_traindevel/2089/3/a12089s2.wav,2
wav_traindevel/2089/3/a12089s3.wav,2
wav_traindevel/2089/3/a12089s4.wav,2
wav_traindevel/2089/3/a12089s5.wav,2
wav_traindevel/2089/3/a12089s6.wav,2
wav_traindevel/2089/3/a12089s7.wav,2
wav_traindevel/2089/3/a12089s8.wav,2
wav_traindevel/2089/3/a12089s9.wav,2
wav_traindevel/2089/4/a12089s1.wav,2
wav_traindevel/2089/4/a12089s10.wav,2
wav_traindevel/2089/4/a12089s11.wav,2
wav_traindevel/2089/4/a12089s12.wav,2
wav_traindevel/2089/4/a12089s13.wav,2
wav_traindevel/2089/4/a12089s14.wav,2
wav_traindevel/2089/4/a12089s15.wav,2
wav_traindevel/2089/4/a12089s16.wav,2
wav_traindevel/2089/4/a12089s17.wav,2
wav_traindevel/2089/4/a12089s18.wav,2
wav_traindevel/2089/4/a12089s2.wav,2
wav_traindevel/2089/4/a12089s3.wav,2
wav_traindevel/2089/4/a12089s4.wav,2
wav_traindevel/2089/4/a12089s5.wav,2
wav_traindevel/2089/4/a12089s6.wav,2
wav_traindevel/2089/4/a12089s7.wav,2
wav_traindevel/2089/4/a12089s8.wav,2
wav_traindevel/2089/4/a12089s9.wav,2
wav_traindevel/2089/5/a12089s1.wav,2
wav_traindevel/2089/5/a12089s10.wav,2
wav_traindevel/2089/5/a12089s11.wav,2
wav_traindevel/2089/5/a12089s12.wav,2
wav_traindevel/2089/5/a12089s13.wav,2
wav_traindevel/2089/5/a12089s14.wav,2
wav_traindevel/2089/5/a12089s15.wav,2
wav_traindevel/2089/5/a12089s16.wav,2
wav_traindevel/2089/5/a12089s17.wav,2
wav_traindevel/2089/5/a12089s18.wav,2
wav_traindevel/2089/5/a12089s2.wav,2
wav_traindevel/2089/5/a12089s3.wav,2
wav_traindevel/2089/5/a12089s4.wav,2
wav_traindevel/2089/5/a12089s5.wav,2
wav_traindevel/2089/5/a12089s6.wav,2
wav_traindevel/2089/5/a12089s7.wav,2
wav_traindevel/2089/5/a12089s8.wav,2
wav_traindevel/2089/5/a12089s9.wav,2
wav_traindevel/2089/6/a12089s1.wav,2
wav_traindevel/2089/6/a12089s10.wav,2
wav_traindevel/2089/6/a12089s11.wav,2
wav_traindevel/2089/6/a12089s12.wav,2
wav_traindevel/2089/6/a12089s13.wav,2
wav_traindevel/2089/6/a12089s14.wav,2
wav_traindevel/2089/6/a12089s15.wav,2
wav_traindevel/2089/6/a12089s16.wav,2
wav_traindevel/2089/6/a12089s17.wav,2
wav_traindevel/2089/6/a12089s18.wav,2
wav_traindevel/2089/6/a12089s2.wav,2
wav_traindevel/2089/6/a12089s3.wav,2
wav_traindevel/2089/6/a12089s4.wav,2
wav_traindevel/2102/6/a12102s13.wav,2
wav_traindevel/2102/6/a12102s14.wav,2
wav_traindevel/2102/6/a12102s15.wav,2
wav_traindevel/2102/6/a12102s16.wav,2
wav_traindevel/2102/6/a12102s17.wav,2
wav_traindevel/2102/6/a12102s18.wav,2
wav_traindevel/2127/1/a12127s1.wav,2
wav_traindevel/2127/1/a12127s10.wav,2
wav_traindevel/2127/1/a12127s11.wav,2
wav_traindevel/2127/1/a12127s12.wav,2
wav_traindevel/2127/1/a12127s13.wav,2
wav_traindevel/2127/1/a12127s14.wav,2
wav_traindevel/2127/1/a12127s15.wav,2
wav_traindevel/2127/1/a12127s16.wav,2
wav_traindevel/2127/1/a12127s17.wav,2
wav_traindevel/2127/1/a12127s18.wav,2
wav_traindevel/2127/1/a12127s2.wav,2
wav_traindevel/2127/1/a12127s3.wav,2
wav_traindevel/2127/1/a12127s4.wav,2
wav_traindevel/2127/1/a12127s5.wav,2
wav_traindevel/2127/1/a12127s6.wav,2
wav_traindevel/2127/1/a12127s7.wav,2
wav_traindevel/2127/1/a12127s8.wav,2
wav_traindevel/2127/1/a12127s9.wav,2
wav_traindevel/2127/2/a12127s1.wav,2
wav_traindevel/2127/2/a12127s10.wav,2
wav_traindevel/2127/2/a12127s11.wav,2
wav_traindevel/2127/2/a12127s12.wav,2
wav_traindevel/2127/2/a12127s13.wav,2
wav_traindevel/2127/2/a12127s14.wav,2
wav_traindevel/2127/2/a12127s15.wav,2
wav_traindevel/2127/2/a12127s16.wav,2
wav_traindevel/2127/2/a12127s17.wav,2
wav_traindevel/2127/2/a12127s18.wav,2
wav_traindevel/2127/2/a12127s2.wav,2
wav_traindevel/2127/2/a12127s3.wav,2
wav_traindevel/2127/2/a12127s4.wav,2
wav_traindevel/2127/2/a12127s5.wav,2
wav_traindevel/2127/2/a12127s6.wav,2
wav_traindevel/2127/2/a12127s7.wav,2
wav_traindevel/2127/2/a12127s8.wav,2
wav_traindevel/2127/2/a12127s9.wav,2
wav_traindevel/2141/1/a12141s1.wav,2
wav_traindevel/2141/1/a12141s10.wav,2
wav_traindevel/2141/1/a12141s11.wav,2
wav_traindevel/2141/1/a12141s12.wav,2
wav_traindevel/2141/1/a12141s13.wav,2
wav_traindevel/2141/1/a12141s14.wav,2
wav_traindevel/2141/1/a12141s15.wav,2
wav_traindevel/2141/1/a12141s16.wav,2
wav_traindevel/2141/1/a12141s17.wav,2
wav_traindevel/2141/1/a12141s18.wav,2
wav_traindevel/2141/1/a12141s2.wav,2
wav_traindevel/2141/1/a12141s3.wav,2
wav_traindevel/2141/1/a12141s4.wav,2
wav_traindevel/2141/1/a12141s5.wav,2
wav_traindevel/2141/1/a12141s6.wav,2
wav_traindevel/2141/1/a12141s7.wav,2
wav_traindevel/2141/1/a12141s8.wav,2
wav_traindevel/2141/1/a12141s9.wav,2
wav_traindevel/2141/2/a12141s1.wav,2
wav_traindevel/2141/2/a12141s10.wav,2
wav_traindevel/2141/2/a12141s11.wav,2
wav_traindevel/2141/2/a12141s12.wav,2
wav_traindevel/2141/2/a12141s13.wav,2
wav_traindevel/2141/2/a12141s14.wav,2
wav_traindevel/2141/2/a12141s15.wav,2
wav_traindevel/2141/2/a12141s16.wav,2
